N,K,max_iter,eps,iterations,sse_initial,sse_final,time_total_ms,time_kmeans_ms,time_per_iter_ms,throughput_ops_per_sec,throughput_points_per_sec
500000,50,50,1e-06,36,1704495.120001,191730.983684,1473.000,1250.000,34.722,7.20e+08,1.44e+07
